,name,address,city,state,postal_code,stars,review_count,is_open,attributes,categories,hours
15183,Popeyes Louisiana Kitchen,360 Huntington Ave,Boston,MA,02115,2.5,21,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True'}","['Restaurants', 'American(Traditional)', 'Seafood', 'FastFood', 'ChickenWings']","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-19:0'}"
15232,McGreevy's,911 Boylston St,Boston,MA,02115,3.5,360,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'WiFi': ""u'free'"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","['American(Traditional)', 'Breakfast&Brunch', 'SportsBars', 'Irish', 'Nightlife', 'Bars', 'Restaurants']","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
15265,Corner Tavern,421 Marlborough St,Boston,MA,02115,4.0,254,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True'}","['Restaurants', 'American(New)', 'Bars', 'Nightlife']","{'Monday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}"
15353,465 Bar and Restaurant,465 Huntington Ave,Boston,MA,02115,4.0,10,1,{'RestaurantsReservations': 'True'},"['American(New)', 'Restaurants', 'CocktailBars', 'Nightlife', 'Bars']","{'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-17:0', 'Sunday': '11:30-17:0'}"
15410,Sweet 'n Nasty,,Boston,MA,02115,4.0,73,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","['Bakeries', 'Shopping', 'Food', 'Restaurants', 'CustomCakes', 'CandyStores', 'SpecialtyFood', 'Adult']","{'Tuesday': '10:0-16:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-17:0'}"
15467,Panera Bread,289 Huntington Ave,Boston,MA,02115,2.5,108,1,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","['Soup', 'Breakfast&Brunch', 'Salad', 'Food', 'Sandwiches', 'Bagels', 'Restaurants']","{'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-22:0'}"
15547,Soul Fire BBQ,737 Huntington Ave,Boston,MA,02115,3.5,100,0,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'""}","['Barbeque', 'Restaurants']","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}"
15605,Flour Bakery + Caf̩,30 Dalton St,Boston,MA,02115,4.5,150,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'""}","['Sandwiches', 'Restaurants', 'Bakeries', 'Desserts', 'Food']","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
15647,B.GOOD,137 Massachusetts Ave,Boston,MA,02115,3.5,147,1,"{'WiFi': ""u'free'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","['FastFood', 'Restaurants', 'Salad', 'Sandwiches', 'Burgers', 'JuiceBars&Smoothies', 'American(New)', 'Food', 'American(Traditional)']","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-20:0'}"
15803,Saigon Fusion,201 Massachusetts Ave,Boston,MA,02115,4.5,19,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True'}","['Vietnamese', 'Restaurants', 'AsianFusion', 'BubbleTea', 'Food']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}"
15917,Sushi Today,1562 Tremont St,Boston,MA,02120,4.0,39,1,"{'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'HasTV': 'True'}","['Japanese', 'Restaurants', 'SushiBars', 'Vegetarian', 'AsianFusion']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:0'}"
16190,Au Bon Pain,100 Huntington Ave,Boston,MA,02115,3.0,24,1,"{'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1'}","['Desserts', 'Bakeries', 'Coffee&Tea', 'Sandwiches', 'Food', 'Restaurants']","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-19:0'}"
16618,Ruby Room,155 Portland St,Boston,MA,02115,3.0,24,1,"{'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'quiet'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '3'}","['American(New)', 'Bars', 'Nightlife', 'Lounges', 'Restaurants']","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}"
16829,Santouka Back Bay,66 Hereford St,Boston,MA,02115,4.0,593,1,"{'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'""}","['Restaurants', 'Noodles', 'Soup', 'Japanese', 'Ramen']","{'Monday': '11:0-20:45', 'Tuesday': '11:0-20:45', 'Wednesday': '11:0-20:45', 'Thursday': '11:0-20:45', 'Friday': '11:0-21:15', 'Saturday': '10:30-21:15', 'Sunday': '10:30-21:15'}"
17070,Brigham Circle Diner,737 Huntington Ave,Boston,MA,02115,3.0,31,0,"{'WiFi': ""'no'"", 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True'}","['Breakfast&Brunch', 'Diners', 'Food', 'Coffee&Tea', 'Restaurants']","{'Monday': '17:30-16:0', 'Tuesday': '17:30-16:0', 'Wednesday': '17:30-16:0', 'Thursday': '17:30-16:0', 'Friday': '17:30-16:0'}"
17112,Boston Market,245 Massachusetts Ave,Boston,MA,02115,2.5,47,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Caters': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True'}","['Restaurants', 'ComfortFood', 'Caterers', 'Sandwiches', 'American(Traditional)', 'EventPlanning&Services', 'ChickenShop']","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
17305,Ichiban Yakitori Sushi House,14 Westland Ave,Boston,MA,02115,3.5,157,1,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True', 'GoodForKids': 'True', 'HappyHour': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True'}","['Restaurants', 'Vietnamese', 'Korean', 'AsianFusion', 'Japanese']","{'Tuesday': '11:30-21:30', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '15:0-21:45', 'Saturday': '11:30-23:0', 'Sunday': '12:0-22:0'}"
17644,J's Tomodachi Sushi,201 Massachusetts Ave,Boston,MA,02115,3.5,51,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True'}","['Restaurants', 'Japanese', 'SushiBars']","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:0-21:30'}"
17796,Oath Pizza - Fenway,1348 Boylston St,Boston,MA,02115,3.5,76,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","['Pizza', 'Salad', 'Restaurants', 'Desserts', 'Vegan', 'Food']","{'Monday': '15:0-21:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '15:0-21:0'}"
17835,Farmer Horse Coffee,374 Massachusetts Ave,Boston,MA,02115,4.0,226,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'DogsAllowed': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True'}","['Cafes', 'Coffee&Tea', 'EventPlanning&Services', 'Caterers', 'Restaurants', 'Food']","{'Monday': '6:0-20:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}"
17945,Dunkin',"1131 Tremont St, Platform G",Boston,MA,02120,2.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","['Donuts', 'Restaurants', 'Coffee&Tea', 'Food']","{'Monday': '5:0-21:30', 'Tuesday': '5:0-21:30', 'Wednesday': '5:0-21:30', 'Thursday': '5:0-21:30', 'Friday': '5:0-21:30', 'Saturday': '5:30-20:30', 'Sunday': '6:30-20:30'}"
17966,Five Guys,263 Huntington Ave,Boston,MA,02115,3.5,68,1,"{'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'Restaurants', 'FastFood', 'HotDogs', 'American(New)', 'Burgers']","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
18149,Dunkin',153 Massachusetts Ave,Boston,MA,02115,3.5,24,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","['Restaurants', 'Coffee&Tea', 'Donuts', 'Food']","{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}"
18174,Revolution Health Kitchen,150 Huntington Ave,Boston,MA,02115,4.0,98,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'DogsAllowed': 'True'}","['Coffee&Tea', 'Soup', 'Food', 'JuiceBars&Smoothies', 'Restaurants']","{'Tuesday': '10:0-15:0', 'Wednesday': '10:0-14:0', 'Thursday': '10:0-15:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-14:0'}"
18374,Wheeler's Frozen Desserts,"334 Massachusetts Ave, Ste B",Boston,MA,02115,3.5,46,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}","['Desserts', 'Restaurants', 'Vegan', 'Food']","{'Monday': '13:0-21:0', 'Tuesday': '13:0-21:0', 'Wednesday': '13:0-21:0', 'Thursday': '13:0-21:0', 'Friday': '13:0-21:0', 'Saturday': '13:0-21:0', 'Sunday': '13:0-21:0'}"
18388,Pho & I,267 Huntington Ave,Boston,MA,02115,3.0,322,0,"{'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'""}","['Food', 'Vegan', 'Thai', 'Vietnamese', 'Restaurants', 'Desserts']","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:0'}"
18393,Summer Shack - Boston,50 Dalton St,Boston,MA,02115,3.5,923,1,"{'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'yes_corkage'"", 'Corkage': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","['Seafood', 'American(Traditional)', 'Bars', 'Nightlife', 'American(New)', 'Restaurants']","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
18594,Brigham Circle Chinese Food,728 Huntington Ave,Boston,MA,02115,2.5,107,1,"{'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","['FoodDeliveryServices', 'Food', 'SushiBars', 'Restaurants', 'Chinese']","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
18695,Vivi Bubble Tea Cafe,182 Massachusetts Ave,Boston,MA,02115,4.0,52,1,"{'WheelchairAccessible': 'True', 'Caters': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","['Food', 'Desserts', 'Taiwanese', 'Restaurants', 'BubbleTea']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-22:0'}"
18758,Halal Indian Cuisine,736 Huntington Ave,Boston,MA,02115,3.0,121,1,"{'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True'}","['Indian', 'Halal', 'Restaurants']","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:30'}"
19120,Boston House of Pizza,305 Huntington Ave,Boston,MA,02115,2.5,111,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BYOBCorkage': ""'yes_free'"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': ""'no'""}","['Pizza', 'Restaurants']","{'Monday': '10:0-0:30', 'Tuesday': '10:0-0:30', 'Wednesday': '10:0-0:30', 'Thursday': '10:0-0:30', 'Friday': '10:0-0:30', 'Saturday': '10:0-0:30', 'Sunday': '10:0-0:30'}"
19126,Bertucci's Italian Restaurant,1 Blackfan Cir,Boston,MA,02115,3.0,91,1,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True'}","['Food', 'Breweries', 'Italian', 'Pizza', 'Desserts', 'Restaurants']","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-21:0'}"
19358,University House of Pizza,452 Huntington Ave,Boston,MA,02115,3.0,149,1,"{'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsCounterService': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True'}","['Pizza', 'Salad', 'Greek', 'Burgers', 'Restaurants']","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '10:0-1:0'}"
19697,Pavement Coffeehouse,286 Newbury St,Boston,MA,02115,3.5,203,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BikeParking': 'True'}","['Restaurants', 'Food', 'Coffee&Tea', 'Bagels', 'Sandwiches']","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
19879,Lir Irish Pub & Restaurant,903 Boylston St,Boston,MA,02115,3.0,281,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True'}","['Pubs', 'Breakfast&Brunch', 'American(New)', 'Bars', 'Restaurants', 'Nightlife']","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '10:0-2:0', 'Sunday': '9:0-2:0'}"
19956,Flann O'Brien's,1619 Tremont St,Roxbury Crossing,MA,02120,3.5,149,1,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'""}","['Restaurants', 'Irish', 'Nightlife', 'Beer', 'Wine&Spirits', 'Food', 'Bars', 'Pubs']","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-1:0'}"
20126,Dos Diablos Taco Bar,50 Gainsborough St,Boston,MA,02115,2.5,18,1,{'BusinessAcceptsCreditCards': 'True'},"['Tacos', 'Bars', 'Nightlife', 'Mexican', 'Restaurants']","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0'}"
20451,Naco Taco on Newbury,354 Newbury St,Boston,MA,02115,4.5,37,1,"{'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","['FoodTrucks', 'Restaurants', 'Food', 'StreetVendors', 'Tacos', 'Mexican']","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
20482,Wollastons,369 Huntington Ave,Boston,MA,02115,3.0,13,1,"{'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True'}","['Sandwiches', 'Restaurants', 'InternationalGrocery', 'Food', 'Delis', 'Grocery']","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-1:0'}"
